antecedents,consequents,support,confidence,lift
"frozenset({'Bread', 'Biscuits'})","frozenset({'Tea', 'Rice', 'Coffee'})",0.164,0.31297709923664124,1.2826930296583658
"frozenset({'Jam', 'Butter'})","frozenset({'Tea', 'Bread'})",0.088,0.6567164179104477,1.282649253731343
"frozenset({'Tea', 'Sugar', 'Rice'})","frozenset({'Bread', 'Biscuits'})",0.168,0.672,1.2824427480916032
"frozenset({'Bread', 'Biscuits'})","frozenset({'Tea', 'Sugar', 'Rice'})",0.168,0.3206106870229008,1.2824427480916032
"frozenset({'Tea', 'Bread', 'Milk'})","frozenset({'Oil', 'Butter'})",0.058,0.6590909090909092,1.282278033250796
"frozenset({'Tea', 'Butter', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Sugar', 'Coffee'})",0.132,0.4615384615384616,1.2820512820512824
"frozenset({'Oil', 'Sugar', 'Coffee'})","frozenset({'Tea', 'Butter', 'Rice', 'Biscuits'})",0.132,0.3666666666666667,1.2820512820512822
"frozenset({'Tea', 'Sugar', 'Coffee'})","frozenset({'Oil', 'Butter', 'Biscuits'})",0.148,0.4352941176470588,1.2802768166089964
"frozenset({'Oil', 'Butter', 'Biscuits'})","frozenset({'Tea', 'Sugar', 'Coffee'})",0.148,0.4352941176470588,1.2802768166089964
"frozenset({'Sugar', 'Rice'})","frozenset({'Tea', 'Biscuits', 'Butter', 'Bread', 'Oil'})",0.146,0.3686868686868687,1.2801627384960719
"frozenset({'Tea', 'Biscuits', 'Butter', 'Bread', 'Oil'})","frozenset({'Sugar', 'Rice'})",0.146,0.5069444444444444,1.2801627384960717
"frozenset({'Jam', 'Butter', 'Biscuits'})","frozenset({'Tea', 'Oil'})",0.05,0.5555555555555556,1.2800819252432156
"frozenset({'Jam', 'Bread', 'Biscuits'})","frozenset({'Butter', 'Sugar'})",0.05,0.5555555555555556,1.2800819252432156
"frozenset({'Tea', 'Sugar', 'Rice', 'Coffee'})","frozenset({'Oil', 'Butter'})",0.146,0.6576576576576576,1.2794896063378551
"frozenset({'Oil', 'Biscuits', 'Milk'})","frozenset({'Butter', 'Rice'})",0.052,0.619047619047619,1.2790240062967335
"frozenset({'Tea', 'Rice', 'Milk'})","frozenset({'Oil', 'Butter', 'Bread'})",0.052,0.6341463414634145,1.278520849724626
"frozenset({'Oil', 'Bread', 'Eggs'})",frozenset({'Rice'}),0.06,0.8333333333333334,1.278118609406953
"frozenset({'Tea', 'Oil', 'Jam', 'Biscuits'})",frozenset({'Rice'}),0.05,0.8333333333333334,1.278118609406953
"frozenset({'Tea', 'Butter', 'Bread'})","frozenset({'Oil', 'Sugar', 'Rice', 'Biscuits'})",0.146,0.3067226890756303,1.2780112044817928
"frozenset({'Oil', 'Sugar', 'Rice', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Bread'})",0.146,0.6083333333333333,1.2780112044817926
"frozenset({'Butter', 'Oil'})","frozenset({'Sugar', 'Rice'})",0.26,0.5058365758754864,1.2773650905946625
"frozenset({'Sugar', 'Rice'})","frozenset({'Butter', 'Oil'})",0.26,0.6565656565656566,1.2773650905946625
"frozenset({'Pulses', 'Bread'})","frozenset({'Butter', 'Rice'})",0.068,0.6181818181818183,1.2772351615326825
"frozenset({'Tea', 'Butter', 'Biscuits', 'Milk'})","frozenset({'Rice', 'Bread'})",0.05,0.6410256410256411,1.2769435080192053
"frozenset({'Oil', 'Tea', 'Butter', 'Bread'})","frozenset({'Sugar', 'Biscuits', 'Coffee'})",0.142,0.4465408805031446,1.275831087151842
"frozenset({'Sugar', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Tea', 'Butter', 'Bread'})",0.142,0.4057142857142857,1.2758310871518417
"frozenset({'Tea', 'Oil', 'Rice', 'Milk'})",frozenset({'Biscuits'}),0.064,0.8648648648648649,1.2756118950809217
"frozenset({'Rice', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Butter'})",0.162,0.6428571428571429,1.2755102040816328
"frozenset({'Tea', 'Butter'})","frozenset({'Rice', 'Biscuits', 'Coffee'})",0.162,0.32142857142857145,1.2755102040816328
"frozenset({'Rice', 'Coffee'})","frozenset({'Tea', 'Oil', 'Bread', 'Biscuits'})",0.154,0.39285714285714285,1.2755102040816326
"frozenset({'Rice', 'Coffee'})","frozenset({'Tea', 'Oil', 'Bread'})",0.17,0.43367346938775514,1.2755102040816326
"frozenset({'Tea', 'Oil', 'Bread', 'Biscuits'})","frozenset({'Rice', 'Coffee'})",0.154,0.5,1.2755102040816326
"frozenset({'Tea', 'Oil', 'Rice', 'Coffee'})","frozenset({'Butter', 'Bread', 'Biscuits'})",0.14,0.625,1.2755102040816326
"frozenset({'Tea', 'Oil', 'Bread'})","frozenset({'Rice', 'Coffee'})",0.17,0.5,1.2755102040816326
"frozenset({'Rice', 'Milk'})","frozenset({'Oil', 'Butter', 'Coffee'})",0.054,0.36986301369863017,1.2753897024090697
"frozenset({'Oil', 'Butter'})","frozenset({'Sugar', 'Rice', 'Coffee'})",0.232,0.45136186770428016,1.2750335245883622
"frozenset({'Sugar', 'Rice', 'Coffee'})","frozenset({'Oil', 'Butter'})",0.232,0.6553672316384181,1.2750335245883622
"frozenset({'Oil', 'Sugar', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Butter', 'Bread'})",0.142,0.6068376068376068,1.2748689219277454
"frozenset({'Oil', 'Coffee'})","frozenset({'Rice', 'Butter', 'Bread', 'Biscuits'})",0.154,0.38499999999999995,1.2748344370860927
"frozenset({'Rice', 'Butter', 'Bread', 'Biscuits'})","frozenset({'Oil', 'Coffee'})",0.154,0.5099337748344371,1.2748344370860927
"frozenset({'Sugar', 'Rice', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Bread'})",0.154,0.6754385964912281,1.2744124462098643
"frozenset({'Rice', 'Biscuits'})","frozenset({'Oil', 'Bread', 'Coffee'})",0.168,0.38709677419354843,1.273344651952462
"frozenset({'Oil', 'Bread', 'Coffee'})","frozenset({'Rice', 'Biscuits'})",0.168,0.5526315789473685,1.2733446519524618
"frozenset({'Butter', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Coffee'})",0.164,0.5093167701863354,1.2732919254658384
"frozenset({'Oil', 'Coffee'})","frozenset({'Butter', 'Rice', 'Biscuits'})",0.164,0.41,1.2732919254658384
"frozenset({'Oil', 'Bread', 'Milk'})","frozenset({'Tea', 'Rice'})",0.058,0.5370370370370371,1.2725996138318414
"frozenset({'Oil', 'Butter', 'Bread'})","frozenset({'Tea', 'Rice', 'Coffee'})",0.154,0.31048387096774194,1.272474881015336
"frozenset({'Tea', 'Rice', 'Coffee'})","frozenset({'Oil', 'Butter', 'Bread'})",0.154,0.6311475409836066,1.272474881015336
"frozenset({'Rice', 'Biscuits', 'Milk'})",frozenset({'Tea'}),0.072,0.8372093023255814,1.272354562804835
"frozenset({'Tea', 'Sugar', 'Rice', 'Coffee'})","frozenset({'Bread', 'Biscuits'})",0.148,0.6666666666666666,1.2722646310432568
"frozenset({'Milk', 'Bread', 'Biscuits', 'Coffee'})",frozenset({'Butter'}),0.054,0.9642857142857143,1.272144741801734
"frozenset({'Sugar', 'Bread', 'Biscuits', 'Milk'})",frozenset({'Butter'}),0.054,0.9642857142857143,1.272144741801734
"frozenset({'Sugar', 'Rice', 'Coffee'})","frozenset({'Oil', 'Bread', 'Biscuits'})",0.154,0.43502824858757067,1.2720124227706744
"frozenset({'Oil', 'Bread', 'Biscuits'})","frozenset({'Sugar', 'Rice', 'Coffee'})",0.154,0.4502923976608187,1.2720124227706744
"frozenset({'Sugar', 'Rice', 'Biscuits'})","frozenset({'Tea', 'Bread'})",0.168,0.6511627906976745,1.2718023255813955
"frozenset({'Tea', 'Bread'})","frozenset({'Sugar', 'Rice', 'Biscuits'})",0.168,0.328125,1.2718023255813953
"frozenset({'Jam', 'Bread'})","frozenset({'Oil', 'Butter', 'Sugar'})",0.052,0.36619718309859156,1.2715179968701096
"frozenset({'Tea', 'Bread', 'Milk', 'Oil', 'Rice'})",frozenset({'Biscuits'}),0.05,0.8620689655172414,1.2714881497304444
"frozenset({'Tea', 'Rice', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Butter', 'Bread'})",0.14,0.6306306306306306,1.2714327230456264
"frozenset({'Tea', 'Sugar', 'Rice', 'Coffee'})","frozenset({'Oil', 'Butter', 'Bread'})",0.14,0.6306306306306306,1.2714327230456264
"frozenset({'Tea', 'Bread'})","frozenset({'Rice', 'Biscuits', 'Coffee'})",0.164,0.3203125,1.2710813492063493
"frozenset({'Rice', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Bread'})",0.164,0.6507936507936508,1.2710813492063493
"frozenset({'Oil', 'Tea', 'Sugar', 'Coffee'})","frozenset({'Butter', 'Bread', 'Biscuits'})",0.142,0.6228070175438596,1.271034729681346
"frozenset({'Oil', 'Tea', 'Butter', 'Bread'})","frozenset({'Sugar', 'Rice'})",0.16,0.5031446540880503,1.2705673083031572
"frozenset({'Sugar', 'Rice'})","frozenset({'Oil', 'Tea', 'Butter', 'Bread'})",0.16,0.40404040404040403,1.2705673083031572
"frozenset({'Oil', 'Butter', 'Bread', 'Biscuits'})","frozenset({'Sugar', 'Rice'})",0.162,0.5031055900621118,1.2704686617730094
"frozenset({'Sugar', 'Rice'})","frozenset({'Oil', 'Butter', 'Bread', 'Biscuits'})",0.162,0.40909090909090906,1.2704686617730094
"frozenset({'Rice', 'Milk'})","frozenset({'Oil', 'Butter', 'Bread'})",0.092,0.6301369863013699,1.2704374723817942
"frozenset({'Jam', 'Butter'})","frozenset({'Rice', 'Oil', 'Bread'})",0.08,0.5970149253731343,1.2702445220704985
"frozenset({'Tea', 'Sugar', 'Biscuits', 'Coffee', 'Rice'})","frozenset({'Oil', 'Butter', 'Bread'})",0.126,0.63,1.2701612903225807
"frozenset({'Oil', 'Tea', 'Sugar', 'Rice'})","frozenset({'Butter', 'Biscuits'})",0.152,0.6551724137931034,1.2697139802191926
"frozenset({'Sugar', 'Biscuits', 'Coffee', 'Bread', 'Milk'})",frozenset({'Butter'}),0.05,0.9615384615384617,1.2685203978079969
"frozenset({'Jam', 'Sugar', 'Bread', 'Biscuits'})",frozenset({'Butter'}),0.05,0.9615384615384617,1.2685203978079969
"frozenset({'Tea', 'Bread', 'Sugar', 'Jam'})",frozenset({'Butter'}),0.05,0.9615384615384617,1.2685203978079969
"frozenset({'Bread', 'Milk'})","frozenset({'Butter', 'Sugar', 'Biscuits', 'Coffee'})",0.05,0.3246753246753247,1.268262987012987
"frozenset({'Jam', 'Butter'})","frozenset({'Oil', 'Sugar', 'Bread'})",0.052,0.38805970149253727,1.2681689591259389
"frozenset({'Sugar', 'Rice', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Bread'})",0.148,0.6491228070175438,1.2678179824561402
"frozenset({'Oil', 'Rice', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Butter', 'Bread'})",0.14,0.603448275862069,1.2677484787018256
"frozenset({'Butter', 'Milk', 'Coffee'})","frozenset({'Rice', 'Bread'})",0.056,0.6363636363636365,1.2676566461427021
"frozenset({'Oil', 'Butter', 'Bread', 'Coffee'})","frozenset({'Rice', 'Biscuits'})",0.154,0.5499999999999999,1.2672811059907834
"frozenset({'Rice', 'Biscuits'})","frozenset({'Oil', 'Butter', 'Bread', 'Coffee'})",0.154,0.3548387096774194,1.2672811059907834
"frozenset({'Jam', 'Butter'})","frozenset({'Oil', 'Bread'})",0.09,0.6716417910447761,1.267248662348634
"frozenset({'Oil', 'Butter'})","frozenset({'Sugar', 'Rice', 'Biscuits'})",0.168,0.32684824902723736,1.2668536784001447
"frozenset({'Sugar', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Butter'})",0.168,0.6511627906976745,1.2668536784001447
"frozenset({'Eggs', 'Coffee'})","frozenset({'Butter', 'Sugar', 'Bread'})",0.054,0.5294117647058824,1.2665353222628766
"frozenset({'Oil', 'Biscuits', 'Milk'})",frozenset({'Tea'}),0.07,0.8333333333333334,1.2664640324214793
"frozenset({'Sugar', 'Biscuits', 'Milk'})",frozenset({'Tea'}),0.06,0.8333333333333334,1.2664640324214793
"frozenset({'Oil', 'Butter'})","frozenset({'Rice', 'Biscuits', 'Coffee'})",0.164,0.3190661478599222,1.2661355073806437
"frozenset({'Rice', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Butter'})",0.164,0.6507936507936508,1.2661355073806435
"frozenset({'Oil', 'Tea', 'Butter'})","frozenset({'Sugar', 'Biscuits', 'Coffee'})",0.148,0.44311377245508976,1.266039349871685
"frozenset({'Sugar', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Tea', 'Butter'})",0.148,0.4228571428571429,1.266039349871685
"frozenset({'Sugar', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Butter', 'Bread'})",0.162,0.627906976744186,1.2659414853713429
"frozenset({'Oil', 'Butter', 'Bread'})","frozenset({'Sugar', 'Rice', 'Biscuits'})",0.162,0.32661290322580644,1.2659414853713427
"frozenset({'Coffee', 'Eggs'})","frozenset({'Sugar', 'Butter'})",0.056,0.5490196078431373,1.2650221378874131
"frozenset({'Tea', 'Bread', 'Biscuits', 'Milk'})","frozenset({'Oil', 'Butter'})",0.052,0.6499999999999999,1.2645914396887157
"frozenset({'Tea', 'Pulses', 'Oil'})",frozenset({'Biscuits'}),0.06,0.857142857142857,1.2642225031605558
"frozenset({'Bread', 'Milk'})","frozenset({'Butter', 'Oil'})",0.1,0.6493506493506493,1.2633281115771389
"frozenset({'Oil', 'Sugar', 'Milk'})","frozenset({'Rice', 'Bread'})",0.052,0.6341463414634145,1.2632397240307063
"frozenset({'Butter', 'Oil', 'Eggs'})",frozenset({'Rice'}),0.056,0.8235294117647058,1.263081919884518
"frozenset({'Butter', 'Rice', 'Milk'})",frozenset({'Bread'}),0.098,0.98,1.2628865979381443
"frozenset({'Sugar', 'Rice'})","frozenset({'Oil', 'Tea', 'Butter', 'Biscuits'})",0.152,0.3838383838383838,1.2626262626262625
"frozenset({'Oil', 'Tea', 'Butter', 'Biscuits'})","frozenset({'Sugar', 'Rice'})",0.152,0.5,1.2626262626262625
"frozenset({'Jam', 'Bread', 'Tea'})",frozenset({'Butter'}),0.088,0.9565217391304347,1.2619020305150854
"frozenset({'Bread', 'Biscuits', 'Milk'})",frozenset({'Butter'}),0.088,0.9565217391304347,1.2619020305150854
frozenset({'Bread'}),"frozenset({'Oil', 'Butter', 'Sugar'})",0.282,0.36340206185567003,1.2618127147766323
"frozenset({'Oil', 'Butter', 'Sugar'})",frozenset({'Bread'}),0.282,0.9791666666666666,1.2618127147766323
"frozenset({'Rice', 'Bread', 'Milk'})","frozenset({'Tea', 'Oil'})",0.058,0.5471698113207547,1.2607599339187896
"frozenset({'Jam', 'Bread', 'Biscuits'})",frozenset({'Butter'}),0.086,0.9555555555555555,1.2606273819994136
"frozenset({'Biscuits', 'Milk'})","frozenset({'Tea', 'Bread'})",0.08,0.6451612903225806,1.2600806451612903
"frozenset({'Jam', 'Butter', 'Tea'})",frozenset({'Bread'}),0.088,0.9777777777777777,1.2600229095074456
"frozenset({'Butter', 'Biscuits', 'Milk'})",frozenset({'Bread'}),0.088,0.9777777777777777,1.2600229095074456
"frozenset({'Tea', 'Oil', 'Milk'})","frozenset({'Butter', 'Biscuits'})",0.052,0.6499999999999999,1.25968992248062
"frozenset({'Oil', 'Sugar', 'Coffee'})","frozenset({'Butter', 'Rice', 'Biscuits'})",0.146,0.40555555555555556,1.2594893029675638
"frozenset({'Butter', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Sugar', 'Coffee'})",0.146,0.45341614906832295,1.2594893029675638
"frozenset({'Tea', 'Bread', 'Jam', 'Biscuits'})",frozenset({'Butter'}),0.084,0.9545454545454547,1.2592947949148479
"frozenset({'Oil', 'Butter', 'Sugar', 'Rice'})",frozenset({'Bread'}),0.254,0.9769230769230769,1.2589214908802537
frozenset({'Bread'}),"frozenset({'Oil', 'Butter', 'Sugar', 'Rice'})",0.254,0.327319587628866,1.2589214908802537
"frozenset({'Butter', 'Sugar', 'Coffee'})","frozenset({'Rice', 'Oil', 'Bread'})",0.226,0.5916230366492147,1.2587724184025846
"frozenset({'Rice', 'Oil', 'Bread'})","frozenset({'Butter', 'Sugar', 'Coffee'})",0.226,0.48085106382978726,1.2587724184025844
"frozenset({'Oil', 'Tea', 'Butter', 'Biscuits'})","frozenset({'Rice', 'Coffee'})",0.15,0.4934210526315789,1.2587271750805584
"frozenset({'Rice', 'Coffee'})","frozenset({'Oil', 'Tea', 'Butter', 'Biscuits'})",0.15,0.3826530612244898,1.2587271750805584
"frozenset({'Tea', 'Butter', 'Jam', 'Biscuits'})",frozenset({'Bread'}),0.084,0.9767441860465118,1.258690961400144
"frozenset({'Rice', 'Bread', 'Eggs'})","frozenset({'Tea', 'Biscuits'})",0.05,0.7575757575757576,1.2584314909896306
"frozenset({'Oil', 'Butter', 'Sugar', 'Coffee'})",frozenset({'Bread'}),0.248,0.9763779527559054,1.2582190112833833
frozenset({'Bread'}),"frozenset({'Oil', 'Butter', 'Sugar', 'Coffee'})",0.248,0.31958762886597936,1.2582190112833833
"frozenset({'Oil', 'Tea', 'Sugar', 'Coffee'})","frozenset({'Butter', 'Biscuits'})",0.148,0.6491228070175438,1.2579899360805111
"frozenset({'Tea', 'Butter', 'Milk'})",frozenset({'Bread'}),0.082,0.9761904761904762,1.2579774177712322
"frozenset({'Rice', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Bread'})",0.168,0.6666666666666667,1.257861635220126
"frozenset({'Butter', 'Milk'})","frozenset({'Oil', 'Bread'})",0.1,0.6666666666666667,1.257861635220126
"frozenset({'Tea', 'Butter', 'Biscuits', 'Milk'})","frozenset({'Oil', 'Bread'})",0.052,0.6666666666666666,1.2578616352201257
"frozenset({'Sugar', 'Rice', 'Milk', 'Coffee'})","frozenset({'Oil', 'Bread'})",0.052,0.6666666666666666,1.2578616352201257
"frozenset({'Oil', 'Bread'})","frozenset({'Rice', 'Biscuits', 'Coffee'})",0.168,0.3169811320754717,1.2578616352201257
"frozenset({'Bread', 'Biscuits', 'Milk'})","frozenset({'Butter', 'Rice'})",0.056,0.6086956521739131,1.2576356449874238
"frozenset({'Tea', 'Sugar', 'Rice'})","frozenset({'Butter', 'Bread', 'Biscuits'})",0.154,0.616,1.2571428571428571
"frozenset({'Butter', 'Bread', 'Biscuits'})","frozenset({'Tea', 'Sugar', 'Rice'})",0.154,0.3142857142857143,1.2571428571428571
"frozenset({'Bread', 'Milk'})","frozenset({'Butter', 'Coffee'})",0.084,0.5454545454545455,1.2568077084206117
"frozenset({'Tea', 'Rice', 'Milk'})","frozenset({'Bread', 'Biscuits'})",0.054,0.6585365853658536,1.256749208713461
"frozenset({'Oil', 'Sugar', 'Rice', 'Biscuits'})","frozenset({'Tea', 'Butter'})",0.152,0.6333333333333333,1.2566137566137565
"frozenset({'Tea', 'Butter'})","frozenset({'Oil', 'Sugar', 'Rice', 'Biscuits'})",0.152,0.30158730158730157,1.2566137566137565
"frozenset({'Tea', 'Sugar', 'Rice'})","frozenset({'Butter', 'Biscuits'})",0.162,0.648,1.255813953488372
"frozenset({'Butter', 'Biscuits'})","frozenset({'Tea', 'Sugar', 'Rice'})",0.162,0.313953488372093,1.255813953488372
"frozenset({'Tea', 'Butter', 'Biscuits', 'Milk'})",frozenset({'Bread'}),0.076,0.9743589743589743,1.2556172349986783
"frozenset({'Biscuits', 'Milk'})","frozenset({'Oil', 'Tea', 'Butter'})",0.052,0.4193548387096774,1.2555534093104113
"frozenset({'Jam', 'Butter', 'Sugar'})","frozenset({'Bread', 'Biscuits'})",0.05,0.6578947368421053,1.2555243069505826
"frozenset({'Sugar', 'Coffee', 'Butter', 'Oil', 'Rice'})",frozenset({'Bread'}),0.226,0.9741379310344828,1.2553323853537148
"frozenset({'Tea', 'Biscuits', 'Bread', 'Oil', 'Rice'})","frozenset({'Butter', 'Sugar'})",0.146,0.544776119402985,1.2552445147534217
"frozenset({'Butter', 'Sugar'})","frozenset({'Tea', 'Biscuits', 'Bread', 'Oil', 'Rice'})",0.146,0.33640552995391704,1.2552445147534217
"frozenset({'Oil', 'Tea', 'Butter'})","frozenset({'Sugar', 'Rice'})",0.166,0.49700598802395207,1.2550656263231112
"frozenset({'Sugar', 'Rice'})","frozenset({'Oil', 'Tea', 'Butter'})",0.166,0.41919191919191917,1.2550656263231112
"frozenset({'Oil', 'Sugar', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Butter'})",0.148,0.6324786324786325,1.2549179215845883
"frozenset({'Oil', 'Butter', 'Bread', 'Eggs'})",frozenset({'Rice'}),0.054,0.8181818181818181,1.2548800892359173
"frozenset({'Jam', 'Butter', 'Coffee'})",frozenset({'Bread'}),0.074,0.9736842105263158,1.254747693977211
"frozenset({'Tea', 'Rice', 'Coffee'})","frozenset({'Butter', 'Bread', 'Biscuits'})",0.15,0.6147540983606558,1.2546002007360322
"frozenset({'Butter', 'Bread', 'Biscuits'})","frozenset({'Tea', 'Rice', 'Coffee'})",0.15,0.30612244897959184,1.2546002007360322
"frozenset({'Butter', 'Milk'})",frozenset({'Bread'}),0.146,0.9733333333333333,1.254295532646048
"frozenset({'Pulses', 'Oil'})","frozenset({'Rice', 'Bread'})",0.068,0.6296296296296297,1.254242290098864
"frozenset({'Pulses', 'Butter'})","frozenset({'Rice', 'Bread'})",0.068,0.6296296296296297,1.254242290098864
"frozenset({'Butter', 'Milk'})","frozenset({'Sugar', 'Bread', 'Coffee'})",0.076,0.5066666666666667,1.2541254125412542
"frozenset({'Sugar', 'Rice', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Bread'})",0.154,0.5968992248062015,1.2539899680802553
"frozenset({'Tea', 'Butter', 'Bread'})","frozenset({'Sugar', 'Rice', 'Biscuits'})",0.154,0.3235294117647059,1.2539899680802553
"frozenset({'Bread', 'Milk'})","frozenset({'Oil', 'Butter', 'Coffee'})",0.056,0.36363636363636365,1.2539184952978057
"frozenset({'Tea', 'Bread', 'Biscuits', 'Milk'})",frozenset({'Butter'}),0.076,0.95,1.2532981530343008
"frozenset({'Butter', 'Milk'})","frozenset({'Sugar', 'Bread', 'Biscuits', 'Coffee'})",0.05,0.33333333333333337,1.2531328320802007
"frozenset({'Tea', 'Jam'})","frozenset({'Sugar', 'Biscuits', 'Coffee'})",0.05,0.4385964912280702,1.2531328320802007
"frozenset({'Oil', 'Bread', 'Biscuits'})","frozenset({'Rice', 'Coffee'})",0.168,0.49122807017543857,1.2531328320802004
"frozenset({'Rice', 'Coffee'})","frozenset({'Oil', 'Bread', 'Biscuits'})",0.168,0.4285714285714286,1.2531328320802004
"frozenset({'Pulses', 'Butter', 'Biscuits'})",frozenset({'Bread'}),0.07,0.9722222222222224,1.252863688430699
"frozenset({'Butter', 'Pulses', 'Oil'})",frozenset({'Bread'}),0.07,0.9722222222222224,1.252863688430699
"frozenset({'Rice', 'Coffee'})","frozenset({'Oil', 'Tea', 'Butter'})",0.164,0.41836734693877553,1.2525968471220823
"frozenset({'Oil', 'Tea', 'Butter'})","frozenset({'Rice', 'Coffee'})",0.164,0.49101796407185627,1.2525968471220823
"frozenset({'Tea', 'Bread', 'Jam'})","frozenset({'Butter', 'Sugar'})",0.05,0.5434782608695653,1.2522540573031458
"frozenset({'Oil', 'Rice', 'Biscuits', 'Milk'})","frozenset({'Tea', 'Bread'})",0.05,0.6410256410256411,1.2520032051282053
"frozenset({'Butter', 'Pulses', 'Rice'})",frozenset({'Bread'}),0.068,0.9714285714285714,1.251840942562592
"frozenset({'Milk', 'Sugar', 'Biscuits', 'Coffee'})",frozenset({'Tea'}),0.056,0.8235294117647058,1.2515644555694616
"frozenset({'Oil', 'Milk'})","frozenset({'Tea', 'Rice', 'Bread'})",0.058,0.40277777777777785,1.2508626639061424
"frozenset({'Butter', 'Oil', 'Eggs'})",frozenset({'Bread'}),0.066,0.9705882352941176,1.250758035172832
frozenset({'Bread'}),"frozenset({'Sugar', 'Butter', 'Rice'})",0.264,0.3402061855670103,1.250758035172832
"frozenset({'Tea', 'Pulses', 'Butter'})",frozenset({'Bread'}),0.066,0.9705882352941176,1.250758035172832
"frozenset({'Sugar', 'Butter', 'Rice'})",frozenset({'Bread'}),0.264,0.9705882352941176,1.250758035172832
"frozenset({'Bread', 'Milk'})",frozenset({'Butter'}),0.146,0.948051948051948,1.2507281636569234
"frozenset({'Tea', 'Butter', 'Bread'})","frozenset({'Rice', 'Biscuits', 'Coffee'})",0.15,0.31512605042016806,1.250500200080032
"frozenset({'Rice', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Butter', 'Bread'})",0.15,0.5952380952380952,1.250500200080032
"frozenset({'Jam', 'Butter'})",frozenset({'Bread'}),0.13,0.9701492537313433,1.2501923372826589
"frozenset({'Biscuits', 'Milk'})",frozenset({'Tea'}),0.102,0.8225806451612903,1.2501225610353954
"frozenset({'Jam', 'Butter'})","frozenset({'Sugar', 'Bread'})",0.076,0.5671641791044776,1.2492603063975276
"frozenset({'Bread', 'Biscuits'})","frozenset({'Butter', 'Sugar'})",0.284,0.5419847328244274,1.248812748443381
"frozenset({'Butter', 'Sugar'})","frozenset({'Bread', 'Biscuits'})",0.284,0.6543778801843317,1.248812748443381
"frozenset({'Sugar', 'Biscuits', 'Coffee', 'Oil', 'Rice'})","frozenset({'Tea', 'Butter', 'Bread'})",0.126,0.5943396226415094,1.248612652608213
"frozenset({'Oil', 'Pulses', 'Butter', 'Rice'})",frozenset({'Bread'}),0.062,0.96875,1.2483891752577319
"frozenset({'Tea', 'Sugar', 'Coffee', 'Oil', 'Rice'})","frozenset({'Butter', 'Bread', 'Biscuits'})",0.126,0.6116504854368933,1.2482662968099862
"frozenset({'Bread', 'Eggs'})","frozenset({'Butter', 'Biscuits'})",0.076,0.6440677966101696,1.2481934042832743
"frozenset({'Oil', 'Milk'})","frozenset({'Rice', 'Biscuits'})",0.078,0.5416666666666667,1.2480798771121353
"frozenset({'Biscuits', 'Milk'})","frozenset({'Tea', 'Butter'})",0.078,0.6290322580645161,1.248079877112135
"frozenset({'Pulses', 'Bread', 'Biscuits'})",frozenset({'Butter'}),0.07,0.945945945945946,1.2479497967624618
"frozenset({'Oil', 'Butter', 'Biscuits'})","frozenset({'Sugar', 'Rice'})",0.168,0.49411764705882355,1.2477718360071302
"frozenset({'Sugar', 'Rice'})","frozenset({'Oil', 'Butter', 'Biscuits'})",0.168,0.42424242424242425,1.2477718360071302
"frozenset({'Oil', 'Butter', 'Sugar', 'Biscuits'})",frozenset({'Bread'}),0.182,0.9680851063829787,1.2475323535863128
"frozenset({'Jam', 'Biscuits'})","frozenset({'Oil', 'Tea', 'Butter'})",0.05,0.4166666666666667,1.24750499001996
"frozenset({'Pulses', 'Bread'})",frozenset({'Butter'}),0.104,0.9454545454545454,1.2473015111537538
"frozenset({'Biscuits', 'Milk'})","frozenset({'Tea', 'Sugar'})",0.06,0.48387096774193544,1.2470901230462252
"frozenset({'Butter', 'Rice', 'Eggs'})",frozenset({'Bread'}),0.06,0.9677419354838709,1.2470901230462252
"frozenset({'Oil', 'Tea', 'Butter', 'Sugar'})",frozenset({'Bread'}),0.18,0.9677419354838709,1.2470901230462252
"frozenset({'Tea', 'Pulses', 'Butter', 'Biscuits'})",frozenset({'Bread'}),0.06,0.9677419354838709,1.2470901230462252
"frozenset({'Oil', 'Rice', 'Biscuits', 'Milk'})",frozenset({'Tea'}),0.064,0.8205128205128205,1.2469799703842257
frozenset({'Bread'}),"frozenset({'Butter', 'Sugar', 'Rice', 'Coffee'})",0.236,0.30412371134020616,1.2464086530336318
